#Firmware: MS2/Extra release 3.3.1  20131206 18:45GMT(c)KC/JSM/JB   MS2
TriggerTime,Time
ms,ms
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
0.0,5984.301
MARK 000
24.7368,6009.0376
24.69786,6033.7354
24.76122,6058.4966
24.69984,6083.1963
24.71304,6107.909
24.68862,6132.5977
24.64638,6157.244
24.55398,6181.7983
24.585,6206.3833
24.51504,6230.8984
24.4992,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
0.0,6255.3975
MARK 001
24.75,6280.1475
24.69258,6304.84
24.75858,6329.5986
24.783,6354.382
24.7368,6379.1187
24.74736,6403.866
24.63516,6428.5015
24.55068,6453.0522
24.51372,6477.566
24.51966,6502.0854
24.52428,6526.61
24.52626,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
0.0,6551.136
MARK 002
25.09782,6576.234
24.88134,6601.115
24.816,6625.931
24.79554,6650.7266
24.7797,6675.5063
24.64044,6700.147
24.5982,6724.745
24.49986,6749.245
24.5355,6773.781
24.50844,6798.289
24.55266,6822.842
24.66288,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
0.0,6847.505
MARK 003
24.97902,6872.484
24.9315,6897.4155
24.9513,6922.3667
24.94734,6947.314
24.84372,6972.1577
24.7566,6996.9146
24.75792,7021.6724
24.7566,7046.429
24.77706,7071.206
24.70974,7095.916
24.6708,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
0.0,7120.587
