#Firmware: MS2/Extra release 3.3.1  20131206 18:45GMT(c)KC/JSM/JB   MS2
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
Flag,Flag,Flag,Flag,ms,ms
MARK 000
1.0,0.0,0.0,1.0,351.04675,627.6677
0.0,1.0,1.0,1.0,0.58542,628.2532
1.0,1.0,0.0,1.0,0.22572,628.4789
1.0,1.0,0.0,1.0,0.79332,629.2722
1.0,1.0,0.0,1.0,0.8019,630.0741
1.0,1.0,0.0,1.0,0.80256,630.87665
1.0,1.0,0.0,1.0,0.80322,631.6799
1.0,1.0,0.0,1.0,0.80586,632.4857
1.0,1.0,0.0,1.0,0.80784,633.2936
1.0,1.0,0.0,1.0,0.80586,634.0994
1.0,1.0,0.0,1.0,0.8085,634.9079
1.0,1.0,0.0,1.0,0.80982,635.7177
1.0,1.0,0.0,1.0,0.80916,636.52686
1.0,1.0,0.0,1.0,0.80982,637.3367
1.0,1.0,0.0,1.0,0.80916,638.1458
1.0,1.0,0.0,1.0,0.80718,638.953
1.0,1.0,0.0,1.0,0.80652,639.7595
1.0,1.0,0.0,1.0,0.80322,640.56274
1.0,1.0,0.0,1.0,0.79992,641.3627
1.0,1.0,0.0,1.0,0.79926,642.1619
1.0,1.0,0.0,1.0,0.79926,642.9612
1.0,1.0,0.0,1.0,0.79728,643.7585
1.0,1.0,0.0,1.0,0.79728,644.5558
1.0,1.0,0.0,1.0,0.79728,645.3531
1.0,1.0,0.0,1.0,0.79596,646.14905
1.0,1.0,0.0,1.0,0.79662,646.9457
1.0,1.0,0.0,1.0,0.79794,647.7436
1.0,1.0,0.0,1.0,0.79728,648.5409
1.0,1.0,0.0,1.0,0.7986,649.3395
1.0,1.0,0.0,1.0,0.79662,650.1361
1.0,1.0,0.0,1.0,0.7986,650.9347
1.0,1.0,0.0,1.0,0.79794,651.7326
1.0,1.0,0.0,1.0,0.80916,652.54175
1.0,1.0,0.0,1.0,0.78474,653.3265
1.0,1.0,0.0,1.0,0.7986,654.12506
1.0,1.0,0.0,1.0,0.80058,654.92566
1.0,1.0,0.0,1.0,0.80058,655.72626
1.0,1.0,0.0,1.0,0.80124,656.5275
1.0,1.0,0.0,1.0,0.80256,657.3301
1.0,1.0,0.0,1.0,0.80388,658.134
1.0,1.0,0.0,1.0,0.8052,658.93915
1.0,1.0,0.0,1.0,0.80586,659.745
1.0,1.0,0.0,1.0,0.80652,660.5515
1.0,1.0,0.0,1.0,0.8052,661.3567
1.0,1.0,0.0,1.0,0.80652,662.1632
1.0,1.0,0.0,1.0,0.80586,662.96906
1.0,1.0,0.0,1.0,0.80388,663.77295
1.0,1.0,0.0,1.0,0.80718,664.58014
1.0,1.0,0.0,1.0,0.80652,665.38666
1.0,1.0,0.0,1.0,2.3826,667.7693
1.0,1.0,0.0,1.0,0.82104,668.59033
1.0,1.0,0.0,1.0,0.79398,669.38434
1.0,1.0,0.0,1.0,0.7953,670.1796
1.0,1.0,0.0,1.0,0.79728,670.9769
1.0,1.0,0.0,1.0,0.7986,671.7755
1.0,1.0,0.0,1.0,0.79794,672.5734
1.0,1.0,0.0,1.0,0.7986,673.372
1.0,1.0,0.0,1.0,0.79794,674.1699
1.0,1.0,0.0,1.0,0.79992,674.96985
1.0,1.0,0.0,1.0,0.7986,675.76843
1.0,1.0,0.0,1.0,0.80784,676.5763
1.0,1.0,0.0,1.0,0.79068,677.367
1.0,1.0,0.0,1.0,0.79992,678.16693
1.0,1.0,0.0,1.0,0.7986,678.9655
1.0,1.0,0.0,1.0,0.80124,679.7668
1.0,1.0,0.0,1.0,0.80322,680.57
1.0,1.0,0.0,1.0,0.80388,681.3739
1.0,1.0,0.0,1.0,0.80388,682.1778
1.0,1.0,0.0,1.0,0.80586,682.98364
1.0,1.0,0.0,1.0,0.80718,683.79083
1.0,1.0,0.0,1.0,0.80652,684.59735
1.0,1.0,0.0,1.0,0.80718,685.40454
1.0,1.0,0.0,1.0,0.80718,686.21173
1.0,1.0,0.0,1.0,0.80652,687.01825
1.0,1.0,0.0,1.0,0.80652,687.82477
1.0,1.0,0.0,1.0,0.80454,688.62933
1.0,1.0,0.0,1.0,0.8019,689.4312
1.0,1.0,0.0,1.0,0.79992,690.23114
1.0,1.0,0.0,1.0,0.80058,691.03174
1.0,1.0,0.0,1.0,0.7986,691.8303
1.0,1.0,0.0,1.0,0.79794,692.62823
1.0,1.0,0.0,1.0,0.79662,693.42487
1.0,1.0,0.0,1.0,0.79662,694.2215
1.0,1.0,0.0,1.0,0.79596,695.01746
1.0,1.0,0.0,1.0,0.79794,695.81537
1.0,1.0,0.0,1.0,0.79728,696.6127
1.0,1.0,0.0,1.0,0.79794,697.4106
1.0,1.0,0.0,1.0,0.79662,698.2072
1.0,1.0,0.0,1.0,0.79662,699.00385
1.0,1.0,0.0,1.0,0.79794,699.80176
1.0,1.0,0.0,1.0,0.80718,700.60895
1.0,1.0,0.0,1.0,0.78408,701.393
1.0,1.0,0.0,1.0,0.79794,702.1909
1.0,1.0,0.0,1.0,0.79926,702.9902
1.0,1.0,0.0,1.0,0.79926,703.7894
1.0,1.0,0.0,1.0,0.80124,704.5907
1.0,1.0,0.0,1.0,0.80058,705.3913
1.0,1.0,0.0,1.0,0.80322,706.1945
1.0,1.0,0.0,1.0,0.80388,706.9984
1.0,1.0,0.0,1.0,0.80454,707.803
1.0,1.0,0.0,1.0,0.80586,708.6088
1.0,1.0,0.0,1.0,0.80388,709.4127
1.0,1.0,0.0,1.0,0.8052,710.2179
1.0,1.0,0.0,1.0,0.80454,711.02246
1.0,1.0,0.0,1.0,0.80388,711.82635
1.0,1.0,0.0,1.0,0.80586,712.6322
1.0,1.0,0.0,1.0,0.80652,713.4387
1.0,0.0,0.0,1.0,2.38128,715.82
1.0,0.0,0.0,1.0,0.82104,716.64105
1.0,0.0,0.0,1.0,0.79398,717.43506
1.0,0.0,0.0,1.0,0.79464,718.2297
1.0,0.0,0.0,1.0,0.79662,719.0263
1.0,0.0,0.0,1.0,0.79794,719.8242
1.0,0.0,0.0,1.0,0.7986,720.6228
1.0,0.0,0.0,1.0,0.79728,721.4201
1.0,0.0,0.0,1.0,0.79794,722.218
1.0,0.0,0.0,1.0,0.7986,723.0166
1.0,0.0,0.0,1.0,0.79794,723.8145
0.0,1.0,1.0,1.0,0.57354,724.38806
1.0,1.0,0.0,1.0,0.2343,724.6224
1.0,1.0,0.0,1.0,0.7887,725.4111
1.0,1.0,0.0,1.0,0.79926,726.2103
1.0,1.0,0.0,1.0,0.7986,727.0089
1.0,1.0,0.0,1.0,0.7986,727.8075
1.0,1.0,0.0,1.0,0.80322,728.6107
1.0,1.0,0.0,1.0,0.8019,729.4126
1.0,1.0,0.0,1.0,0.80256,730.21515
1.0,1.0,0.0,1.0,0.80454,731.0197
1.0,1.0,0.0,1.0,0.8052,731.8249
1.0,1.0,0.0,1.0,0.8052,732.63007
1.0,1.0,0.0,1.0,0.80652,733.4366
1.0,1.0,0.0,1.0,0.80652,734.2431
1.0,1.0,0.0,1.0,0.80718,735.0503
1.0,1.0,0.0,1.0,0.8085,735.85876
1.0,1.0,0.0,1.0,0.80718,736.66595
1.0,1.0,0.0,1.0,0.80718,737.47314
1.0,1.0,0.0,1.0,0.80586,738.279
1.0,1.0,0.0,1.0,0.80586,739.08484
1.0,1.0,0.0,1.0,0.80586,739.8907
1.0,1.0,0.0,1.0,0.80388,740.6946
1.0,1.0,0.0,1.0,0.80388,741.4985
1.0,1.0,0.0,1.0,0.80322,742.3017
1.0,1.0,0.0,1.0,0.8019,743.1036
1.0,1.0,0.0,1.0,0.80454,743.90814
1.0,1.0,0.0,1.0,0.80322,744.71136
1.0,1.0,0.0,1.0,0.80256,745.5139
1.0,1.0,0.0,1.0,0.8019,746.3158
1.0,1.0,0.0,1.0,0.80322,747.119
1.0,1.0,0.0,1.0,0.8019,747.9209
1.0,1.0,0.0,1.0,0.81444,748.73535
1.0,1.0,0.0,1.0,0.78804,749.5234
1.0,1.0,0.0,1.0,0.80388,750.3273
1.0,1.0,0.0,1.0,0.8052,751.13245
1.0,1.0,0.0,1.0,0.80454,751.937
1.0,1.0,0.0,1.0,0.80718,752.7442
1.0,1.0,0.0,1.0,0.80718,753.5514
1.0,1.0,0.0,1.0,0.80916,754.36053
1.0,1.0,0.0,1.0,0.81048,755.171
1.0,1.0,0.0,1.0,0.81114,755.9822
1.0,1.0,0.0,1.0,0.81246,756.7946
1.0,1.0,0.0,1.0,0.81114,757.6058
1.0,1.0,0.0,1.0,0.8118,758.4176
1.0,1.0,0.0,1.0,0.81114,759.22876
1.0,1.0,0.0,1.0,0.81048,760.03925
1.0,1.0,0.0,1.0,0.8118,760.8511
1.0,1.0,0.0,1.0,0.81312,761.6642
1.0,1.0,0.0,1.0,2.39844,764.0626
1.0,1.0,0.0,1.0,0.82566,764.8883
1.0,1.0,0.0,1.0,0.79926,765.68756
1.0,1.0,0.0,1.0,0.80058,766.48816
1.0,1.0,0.0,1.0,0.80124,767.2894
1.0,1.0,0.0,1.0,0.80322,768.09265
1.0,1.0,0.0,1.0,0.80454,768.8972
1.0,1.0,0.0,1.0,0.80256,769.69977
1.0,1.0,0.0,1.0,0.80322,770.503
1.0,1.0,0.0,1.0,0.80454,771.30756
1.0,1.0,0.0,1.0,0.80322,772.1108
1.0,1.0,0.0,1.0,0.81378,772.92456
1.0,1.0,0.0,1.0,0.7953,773.71985
1.0,1.0,0.0,1.0,0.80454,774.5244
1.0,1.0,0.0,1.0,0.80586,775.33026
1.0,1.0,0.0,1.0,0.80454,776.1348
1.0,1.0,0.0,1.0,0.80916,776.944
1.0,1.0,0.0,1.0,0.80982,777.7538
1.0,1.0,0.0,1.0,0.80916,778.5629
1.0,1.0,0.0,1.0,0.81246,779.37537
1.0,1.0,0.0,1.0,0.81246,780.1878
1.0,1.0,0.0,1.0,0.8118,780.99963
1.0,1.0,0.0,1.0,0.81378,781.8134
1.0,1.0,0.0,1.0,0.81246,782.62585
