#Firmware: MS2/Extra release 3.3.1  20131206 18:45GMT(c)KC/JSM/JB   MS2
ToothTime,Time
ms,ms
0.84678,139.1834
0.858,140.0414
0.85866,140.90005
0.85998,141.76004
0.86328,142.62332
0.8646,143.48792
0.8646,144.35251
0.86724,145.21974
0.8679,146.08765
0.86724,146.95488
0.86724,147.82211
0.86922,148.69133
0.86856,149.55989
0.87054,150.43044
0.8712,151.30164
0.87054,152.17218
0.87186,153.04404
0.87252,153.91655
0.87186,154.7884
0.8712,155.6596
0.86922,156.52882
0.86724,157.39606
0.86658,158.26263
0.86724,159.12987
0.86526,159.99513
0.86526,160.8604
0.86262,161.72302
0.86394,162.58696
0.86262,163.44958
0.87648,164.32607
0.84744,165.17351
0.8646,166.0381
0.86724,166.90533
0.8679,167.77324
0.86922,168.64246
0.8712,169.51366
0.87318,170.38684
0.8745,171.26134
0.87516,172.13649
0.87582,173.01231
0.87384,173.88615
0.87582,174.76198
0.87384,175.63582
0.87384,176.50966
0.87648,177.38614
0.87648,178.26262
2.59248,180.8551
0.88308,181.73819
0.85866,182.59685
0.85866,183.4555
0.85932,184.31482
0.86064,185.17546
0.85932,186.03477
0.85932,186.89409
0.85866,187.75275
0.85932,188.61206
0.85932,189.47137
0.86922,190.34059
0.84876,191.18935
0.85998,192.04933
0.85998,192.90932
0.8613,193.77061
0.8646,194.63521
0.8646,195.4998
0.86526,196.36507
0.8679,197.23297
0.86724,198.1002
0.86856,198.96877
0.8679,199.83667
0.86922,200.70589
0.86988,201.57576
0.87186,202.44762
0.8712,203.31882
0.87318,204.192
0.87186,205.06386
0.87384,205.9377
0.8745,206.8122
0.87252,207.68471
0.87186,208.55656
0.86988,209.42644
0.86856,210.295
0.86922,211.16422
0.86724,212.03145
0.86658,212.89803
0.86526,213.76329
0.86526,214.62856
0.86394,215.4925
0.87846,216.37096
0.84876,217.21971
0.86658,218.08629
0.86922,218.9555
0.86856,219.82407
0.87252,220.69658
0.87252,221.56909
0.87516,222.44424
0.87648,223.32072
0.87714,224.19786
0.87846,225.07632
0.87648,225.9528
0.87714,226.82994
0.87714,227.70708
0.87582,228.5829
0.87714,229.46004
0.8778,230.33783
2.59248,232.93031
0.88242,233.81273
0.85734,234.67007
0.85866,235.52873
0.85932,236.38805
0.85998,237.24803
0.85998,238.10802
0.85866,238.96667
0.85866,239.82533
0.85932,240.68465
0.85932,241.54396
0.86988,242.41383
0.84876,243.26259
0.85932,244.1219
0.86064,244.98254
0.86064,245.84319
0.8646,246.70778
0.86592,247.5737
0.8646,248.4383
0.86856,249.30685
0.86856,250.17542
0.8679,251.04332
0.86988,251.9132
0.86922,252.78241
0.87054,253.65295
0.87252,254.52547
0.8712,255.39667
0.8712,256.26785
0.8712,257.13904
0.8712,258.01022
0.87054,258.88077
0.8679,259.74866
0.8646,260.61325
0.86328,261.47653
0.86196,262.3385
0.86196,263.20047
0.86064,264.0611
0.85998,264.92108
0.858,265.77908
0.85932,266.6384
0.858,267.4964
0.8712,268.36758
0.84282,269.21042
0.85998,270.0704
0.86328,270.9337
0.86262,271.7963
0.86526,272.66156
0.86724,273.5288
0.86856,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
0.0,274.39737
MARK 000
0.87714,275.2745
0.87846,276.15295
0.8778,277.03076
0.87714,277.9079
0.8811,278.789
0.88242,279.67142
2.61624,282.28766
0.89166,283.17932
0.86856,284.04788
0.8679,284.91577
0.86856,285.78433
0.86922,286.65356
0.8679,287.52145
0.86724,288.3887
0.86724,289.25595
0.86658,290.12253
0.86658,290.9891
0.87714,291.86624
0.85602,292.72226
0.8679,293.59015
0.8679,294.45804
0.86856,295.3266
0.87318,296.19977
0.87318,297.07294
0.87384,297.94678
0.87648,298.82324
0.87648,299.6997
0.87648,300.57617
0.87714,301.4533
0.87714,302.33044
0.87912,303.20956
0.87978,304.08936
0.87912,304.96848
0.87978,305.84827
0.87978,306.72806
0.88044,307.6085
0.88044,308.48892
0.8778,309.36673
0.87648,310.2432
0.8745,311.1177
0.87318,311.99088
0.87384,312.86472
0.87252,313.73724
0.8712,314.60843
0.87054,315.47897
0.86988,316.34885
0.86988,317.21872
